DOPLogNumber,Project,Year,Month,SerialNumber,Date,Station,Region,Species,Time,Depth,SurfaceTemperature,SurfaceConductivity,SurfacePPT,BottomTemperature,BottomConductivity,BottomPPT,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberofPrey,TotalPreyWeight,Gut Fullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartiella copepodid,Acartiella sinensis,Barnacle nauplii,Bosmina spp,Calanoid copepodid,Ceriodaphnia spp,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diacyclops spp,Diaphanosoma spp,Diaptomus copepodid,Diaptomus spp,Eucyclops spp,Eurytemora copepodid,Eurytemora nauplii,Eurytemora spp,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona copepodid,Limnoithona spp,Nippoleucon hinumensis,Oithona davisae,Osphranticum,Ostracods,Other cladocera,Other cyclopoid,Other malacostraca,Other rotifer,Other zooplankton,Palaemon,Prickly Sculpin,Pseudodiaptomus copepodid,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus nauplii,Pseudodiaptomus spp,Sinocalanus copepodid,Sinocalanus nauplii,Sinocalanus spp,Terrestrial invertebrates,Tortanus copepodid,Tortanus dextrilobatus,Tortanus spp,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cumacean,Unid cyclopoid,Unid fish,Unid mysids
213,EDSM,2018,10,403,10/17/2018 0:00,19-12-LSSC04,Sac DW Ship Channel,delta smelt,12/30/1899 12:41:00,11,18.1,337.7,0.14,,,,28.99,49.2,0.76,y,48,4.01E-03,67,2.80E-03,0.36,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,2,3,0,16,0,3,1,17,0,0,0,0,0,0,0,0,1,0,0,0,1
214,EDSM,2018,10,404,10/17/2018 0:00,19-12-LSSC04,Sac DW Ship Channel,delta smelt,12/30/1899 12:41:00,11,18.1,337.7,0.14,,,,28.99,49.2,0.99,y,56,8.86E-03,41,2.42E-03,0.24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,5,2,0,0,0,0,1,14,0,3,0,1,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0
215,EDSM,2018,10,405,10/17/2018 0:00,19-12-LSSC04,Sac DW Ship Channel,delta smelt,12/30/1899 12:41:00,11,18.1,337.7,0.14,,,,28.99,49.2,1.17,y,55,7.42E-03,111,1.93E-03,0.16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,7,52,0,0,0,0,0,3,0,0,0,0,0,1,8,0,22,0,0,0,7,1,0,0,0,0,0,1,0,2,0,0,0,1
216,EDSM,2018,10,406,10/17/2018 0:00,19-12-LSSC04,Sac DW Ship Channel,delta smelt,12/30/1899 12:41:00,11,18.1,337.7,0.14,,,,28.99,49.2,1.12,y,52,4.73E-03,123,1.98E-03,0.17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,38,0,0,0,0,0,5,0,1,1,0,0,8,7,0,39,0,1,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0
217,EDSM,2018,10,407,10/31/2018 0:00,19-14-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 10:24:00,10.6,17.1,678,0.31,,,,40,32.4,1.25,y,55,7.96E-03,52,1.62E-03,0.12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,21,9,0,2,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0
218,EDSM,2018,10,408,10/31/2018 0:00,19-14-USSC01,Sac DW Ship Channel,delta smelt,12/30/1899 11:58:00,10.3,17.39,739,0.34,,,,50.99,20.7,0.92,y,53,3.22E-03,8,1.06E-04,0.01,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
219,EDSM,2018,11,409,11/1/2018 0:00,19-14-LSSC06,Sac DW Ship Channel,delta smelt,12/30/1899 7:51:00,8.5,16.89,580,0.26,,,,34,20.7,0.94,y,55,6.62E-03,52,3.37E-04,0.03,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,EDSM,2018,11,410,11/1/2018 0:00,19-14-LSSC06,Sac DW Ship Channel,delta smelt,12/30/1899 7:51:00,8.5,16.89,580,0.26,,,,34,20.7,0.73,y,48,0.01,127,7.11E-04,0.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,EDSM,2018,11,411,11/1/2018 0:00,19-14-LSSC06,Sac DW Ship Channel,delta smelt,12/30/1899 7:51:00,8.5,16.89,580,0.26,,,,34,20.7,1.08,y,54,6.52E-03,3,9.75E-05,8.96E-03,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,EDSM,2018,11,412,11/1/2018 0:00,19-14-LSSC06,Sac DW Ship Channel,delta smelt,12/30/1899 7:51:00,8.5,16.89,580,0.26,,,,34,20.7,0.94,y,55,4.77E-03,6,1.32E-04,0.01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,EDSM,2018,11,413,11/7/2018 0:00,19-15-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 8:15:00,9.15,16.39,494,0.22,,,,36,26.7,0.99,y,55,5.16E-03,89,2.72E-03,0.27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,12,0,0,9,0,0,6,6,0,1,0,0,1,5,0,0,0,0,0,0,11,0,1,0,1,0,0
224,EDSM,2018,11,414,11/7/2018 0:00,19-15-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 8:32:00,10.2,16.5,519,0.23,,,,37,31.39,0.86,y,47,5.05E-03,83,8.87E-04,0.1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,3,0,0,0,0,0,8,1,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,EDSM,2018,11,416,11/21/2018 0:00,19-17-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 9:58:00,10.4,12.6,488,0.21,,,,34.99,40.2,1.12,y,54,7.74E-03,32,6.20E-04,0.05,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0
226,EDSM,2018,9,307,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:33:00,7.1,19.5,1493,0.72,,,,43.99,19.79,1.43,y,61,5.03E-03,34,1.76E-03,0.12,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,EDSM,2018,9,308,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:33:00,7.1,19.5,1493,0.72,,,,43.99,19.79,1.28,y,55,6.05E-03,187,3.41E-03,0.26,3,2,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,EDSM,2018,9,309,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:33:00,7.1,19.5,1493,0.72,,,,43.99,19.79,1.26,y,60,5.94E-03,66,3.50E-03,0.27,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,6
229,EDSM,2018,9,310,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:33:00,7.1,19.5,1493,0.72,,,,43.99,19.79,1.24,y,57,6.80E-03,51,2.24E-03,0.18,2,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,EDSM,2018,9,311,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:33:00,7.1,19.5,1493,0.72,,,,43.99,19.79,1.23,Y,59,9.86E-03,82,6.50E-03,0.52,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
231,EDSM,2018,9,312,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:33:00,7.1,19.5,1493,0.72,,,,43.99,19.79,1.08,y,55,7.40E-03,15,7.00E-04,0.06,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,EDSM,2018,9,313,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:33:00,7.1,19.5,1493,0.72,,,,43.99,19.79,0.96,y,54,4.08E-03,20,7.66E-04,0.07,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,EDSM,2018,9,314,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:33:00,7.1,19.5,1493,0.72,,,,43.99,19.79,0.74,y,48,6.49E-03,123,2.87E-03,0.38,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
234,EDSM,2018,9,315,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:58:00,7.3,19.6,1701,0.83,,,,46,23.29,1.59,y,63,,22,5.18E-04,0.03,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
235,EDSM,2018,9,316,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:58:00,7.3,19.6,1701,0.83,,,,46,23.29,1.32,y,55,4.89E-03,16,9.65E-04,0.07,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,EDSM,2018,9,317,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:58:00,7.3,19.6,1701,0.83,,,,46,23.29,1.13,y,56,4.94E-03,92,3.79E-03,0.33,2,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,EDSM,2018,9,318,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:58:00,7.3,19.6,1701,0.83,,,,46,23.29,1.48,y,57,0.01,175,7.58E-03,0.5,2,2,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,0,0,0,0,1,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,EDSM,2018,9,319,9/17/2018 0:00,19-08-LSR02,Lower Sacramento,delta smelt,12/30/1899 9:58:00,7.3,19.6,1701,0.83,,,,46,23.29,1.43,y,57,5.38E-03,17,1.18E-03,0.08,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,EDSM,2018,9,320,9/24/2018 0:00,19-09-LSR02,Lower Sacramento,delta smelt,12/30/1899 10:20:00,,,,,,,,,,1.56,y,59,8.17E-03,137,6.02E-03,0.38,3,2,0,0,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,EDSM,2018,9,113,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:31:00,10.2,21.5,406.2,0.18,,,,33,32.09,0.74,y,48,6.37E-03,128,6.42E-03,0.86,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,8,22,0,1,0,10,0,60,0,0,0,0,0,0,3,0,0,0,0,0,0
241,EDSM,2018,9,114,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:31:00,10.2,21.5,406.2,0.18,,,,33,32.09,0.61,y,45,6.60E-04,72,2.38E-03,0.38,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,18,16,0,1,0,5,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0
242,EDSM,2018,9,115,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:31:00,10.2,21.5,406.2,0.18,,,,33,32.09,0.37,y,40,4.55E-03,407,4.81E-03,1.27,3,3,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,2,0,0,0,0,0,1,12,0,12,0,0,0,21,0,0,0,0,0,0,20,0,4,0,0,0,0
243,EDSM,2018,9,116,9/10/2018 0:00,19-07-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:31:00,10.2,21.5,406.2,0.18,,,,33,32.09,0.44,y,51,4.22E-03,67,2.40E-03,0.53,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,4,6,0,0,0,0,0,2,0,0,0,0,0,5,8,0,7,0,1,0,20,0,0,0,0,0,0,0,1,3,0,0,0,0
245,EDSM,2019,8,296,8/21/2019 0:00,20-04-HB01,Suisun Bay,delta smelt,12/30/1899 11:55:00,3.6,22.5,3163,1.62,,,,41.99,34.4,1.2,Y,56,0.01,169,0.01,0.89,3,3,0,0,67,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
246,EDSM,2019,8,472,8/16/2019 0:00,20-03-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 9:01:00,,,,,,,,,,0.65,n,50,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,EDSM,2019,8,574,8/19/2019 0:00,20-04-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 8:05:00,4.6,23.39,518,0.23,,,,56.99,20.2,0.67,y,51,9.50E-03,60,8.41E-04,0.12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,EDSM,2019,8,468,8/16/2019 0:00,20-03-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 8:43:00,11.3,24.79,584,0.26,,,,47.99,25.6,0.72,N,51,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,EDSM,2019,8,473,8/16/2019 0:00,20-03-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 9:01:00,,,,,,,,,,0.59,y,47,3.56E-03,1,1.18E-03,0.19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,EDSM,2019,8,471,8/16/2019 0:00,20-03-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 8:43:00,11.3,24.79,584,0.26,,,,47.99,25.6,0.41,Y,40,1.76E-03,54,4.58E-04,0.11,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
251,EDSM,2019,8,337,8/13/2019 0:00,20-03-HB01,Suisun Bay,delta smelt,12/30/1899 10:03:00,11.5,22.6,1523,0.74,,,,41.99,26.39,0.75,y,49.5,4.82E-03,10,5.90E-04,0.07,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,EDSM,2019,8,338,8/16/2019 0:00,20-03-SM06,Suisun Marsh,delta smelt,12/30/1899 12:26:00,5,26,8781,4.88,,,,33,32.09,0.96,y,49,0.01,3,5.10E-05,5.26E-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,EDSM,2019,7,464,7/25/2019 0:00,19-52-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 9:31:00,9.9,24.6,787,0.36,,,,49,18.2,0.49,Y,45,4.37E-03,4,6.79E-04,0.13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,EDSM,2019,8,470,8/16/2019 0:00,20-03-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 8:43:00,11.3,24.79,584,0.26,,,,47.99,25.6,0.67,Y,49,4.09E-03,1,4.94E-04,0.07,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,EDSM,2019,8,469,8/16/2019 0:00,20-03-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 8:43:00,11.3,24.79,584,0.26,,,,47.99,25.6,0.74,Y,48,0.01,7,7.89E-05,0.01,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,EDSM,2019,8,336,8/6/2019 0:00,20-02-SM03,Suisun Marsh,delta smelt,12/30/1899 11:55:00,3,23.5,11234,6.36,,,,28.99,73.09,1.22,y,58,9.41E-03,138,1.40E-03,0.11,3,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
257,EDSM,2019,8,573,8/8/2019 0:00,20-02-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:10:00,9.8,23.39,311.7,0.13,,,,60,20.6,0.92,y,52,2.89E-03,38,1.43E-03,0.15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,11,13,0,2,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0
258,EDSM,2019,7,571,7/30/2019 0:00,19-53-LSSC04,Sac DW Ship Channel,delta smelt,12/30/1899 11:39:00,7.5,23.79,210,0.08,,,,70.99,57.9,0.61,y,46,5.99E-03,157,5.28E-03,0.85,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27,52,0,2,0,0,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0
259,EDSM,2019,7,334,7/30/2019 0:00,19-53-SBM03,Suisun Bay,delta smelt,12/30/1899 8:57:00,7.2,21.7,10608,5.98,,,,54,46.29,0.62,y,47,5.50E-03,127,3.78E-03,0.6,3,2,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,27,0,0
260,EDSM,2019,7,568,7/29/2019 0:00,19-53-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 10:50:00,10.1,24.39,706,0.32,,,,47.99,23.79,0.33,Y,40,3.17E-03,876,8.98E-03,2.65,4,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,736,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,11,1,33,0,0,0,0,0,0,22,6,17,0,17,0,0
261,EDSM,2019,7,194,7/5/2019 0:00,19-49-SBM02,Suisun Bay,delta smelt,12/30/1899 9:28:00,14.8,20.7,4930,2.62,,,,28.99,47.09,0.45,Y,39,4.91E-03,34,1.79E-03,0.39,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
262,EDSM,2019,7,195,7/15/2019 0:00,19-51-HB01,Suisun Bay,delta smelt,12/30/1899 9:25:00,,,,,,,,,,1.19,y,55,3.19E-03,4,3.29E-04,0.02,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,EDSM,2019,7,196,7/15/2019 0:00,19-51-SBM01,Suisun Bay,delta smelt,12/30/1899 12:29:00,3.8,22,5875,3.16,,,,38.99,49.2,0.35,y,37,2.52E-03,8,1.52E-04,0.04,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,EDSM,2019,7,197,7/17/2019 0:00,19-51-LSR02,Lower Sacramento,delta smelt,12/30/1899 10:29:00,4.2,22.29,180.6,0.07,,,,33,79,1.25,y,53,0.01,345,0.01,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,EDSM,2019,7,198,7/17/2019 0:00,19-51-LSR02,Lower Sacramento,delta smelt,12/30/1899 10:29:00,4.2,22.29,180.6,0.07,,,,33,79,0.37,y,36,6.17E-03,107,5.86E-03,1.54,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,EDSM,2019,7,199,7/17/2019 0:00,19-51-LSR03,Lower Sacramento,delta smelt,12/30/1899 11:44:00,8.9,22.89,125.09,0.05,,,,74,46.4,1.18,y,54,9.00E-03,16,8.78E-04,0.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,EDSM,2019,7,200,7/24/2019 0:00,19-52-LSR01,Lower Sacramento,delta smelt,12/30/1899 7:58:00,6.4,22.39,857,0.4,,,,43.99,66,0.48,y,41,2.57E-03,7,4.76E-04,0.09,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,EDSM,2019,7,327,7/3/2019 0:00,19-49-SM01,Suisun Marsh,delta smelt,12/30/1899 13:37:00,5,21.79,928,0.43,,,,30,49.79,0.42,y,38.5,4.10E-03,55,2.50E-03,0.59,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
