"Year","Month","Date","latitude","longitude","Region","SampleID","PreyType","MacroCategory","PreyLengthSpecies","PreyLength","Estimate"
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4.7,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 528 SKT 2012-03-08 715 4657","Prickly sculpin","fish",NA,6.8,"U"
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,3.7,"G"
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1506 SKT 2014-03-12 715 0555","Gammarus type","amphipod","Crangonyx sp.",3.2,"G"
2015,2,2015-02-11,38.22295,-121.67362,"Lower","FLaSH 1861 SKT 2015-02-11 715 7139","Gammarus type","amphipod","juvenile Gammarus",2.6,"ED"
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1508 SKT 2014-03-12 715 0557","Gammarus type","amphipod","Unid Gammarus",3.2,"ED"
2012,1,2012-01-19,38.22295,-121.67362,"Lower","FLaSH 392 SKT 2012-01-19 715 4104","Gammarus type","amphipod","A. abdita",3.2,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Corophium type","amphipod","juvenile Corophium",2.1,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","G. daiberi",2.3,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 517 SKT 2012-03-08 715 4640","Prickly sculpin","fish",NA,6.8,"U"
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Unid Gammarus",3.4,"G"
2012,5,2012-05-02,38.22295,-121.67362,"Lower","FLaSH 1254 SKT 2012-05-02 715 5070","Neomysis mercedis","mysids",NA,1.9,"Y"
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 528 SKT 2012-03-08 715 4657","Corophium type","amphipod","juvenile Corophium",0.9,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Crangonyx sp.",5.6,NA
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4.5,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Crangonyx sp.",3.9,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Corophium type","amphipod","juvenile Corophium",2.1,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Crangonyx sp.",2.8,NA
2014,12,2014-12-17,38.22295,-121.67362,"Lower","FLaSH 1817 SKT 2014-12-17 715 7082","Corophium type","amphipod","A. spinicorne",2.9,NA
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1080 SKT 2013-01-09 715 6259","Gammarus type","amphipod","Crangonyx sp.",3.8,"ED"
2014,1,2014-01-15,38.22295,-121.67362,"Lower","FLaSH 1471 SKT 2014-01-15 715 0147","Gammarus type","amphipod","Unid Gammarus",4,"G"
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1080 SKT 2013-01-09 715 6259","Corophium type","amphipod","A. spinicorne",2,NA
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1080 SKT 2013-01-09 715 6259","Corophium type","amphipod","A. spinicorne",2.4,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",3.3,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",3.6,NA
2014,2,2014-02-12,38.22295,-121.67362,"Lower","FLaSH 1490 SKT 2014-02-12 715 0362","Prickly sculpin","fish",NA,5.5,NA
2014,12,2014-12-17,38.22295,-121.67362,"Lower","FLaSH 1817 SKT 2014-12-17 715 7082","Gammarus type","amphipod","Crangonyx sp.",2.9,NA
2012,5,2012-05-02,38.22295,-121.67362,"Lower","FLaSH 1254 SKT 2012-05-02 715 5070","Gammarus type","amphipod","G. daiberi",3.2,NA
2014,12,2014-12-17,38.22295,-121.67362,"Lower","FLaSH 1817 SKT 2014-12-17 715 7082","Gammarus type","amphipod","Hyalella sp.",2.2,NA
2012,1,2012-01-19,38.22295,-121.67362,"Lower","FLaSH 391 SKT 2012-01-19 715 4103","Corophium type","amphipod",NA,1,NA
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4.1,"G"
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1078 SKT 2013-01-09 715 6257","Corophium type","amphipod","A. spinicorne",2.8,NA
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1078 SKT 2013-01-09 715 6257","Corophium type","amphipod","A. spinicorne",2.4,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 528 SKT 2012-03-08 715 4657","Prickly sculpin","fish",NA,6.8,"U"
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 528 SKT 2012-03-08 715 4657","Prickly sculpin","fish",NA,6.8,"U"
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 527 SKT 2012-03-08 715 4653","Corophium type","amphipod","juvenile Corophium",0.9,"G"
2014,1,2014-01-15,38.22295,-121.67362,"Lower","FLaSH 1470 SKT 2014-01-15 715 0146","Gammarus type","amphipod","G. daiberi",3.8,"ED"
2014,1,2014-01-15,38.22295,-121.67362,"Lower","FLaSH 1470 SKT 2014-01-15 715 0146","Corophium type","amphipod","A. spinicorne",2.2,NA
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4.5,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 527 SKT 2012-03-08 715 4653","Corophium type","amphipod","juvenile Corophium",0.9,NA
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 683 SKT 2012-04-04 715 4929","Corophium type","amphipod","juvenile Corophium",1.2,"S"
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 647 SKT 2012-04-04 715 4925","Corophium type","amphipod","juvenile Corophium",0.9,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1506 SKT 2014-03-12 715 0555","Gammarus type","amphipod","juvenile Gammarus",1.6,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 517 SKT 2012-03-08 715 4640","Unid fish","fish",NA,6.8,"G"
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 651 SKT 2012-04-04 715 4924","Corophium type","amphipod","A. spinicorne",4,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 517 SKT 2012-03-08 715 4640","Prickly sculpin","fish",NA,3.8,NA
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1078 SKT 2013-01-09 715 6257","Gammarus type","amphipod","Crangonyx sp.",3.8,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Crangonyx sp.",4.6,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",3,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 522 SKT 2012-03-08 715 4642","Unid fish","fish",NA,4,"S"
2014,1,2014-01-15,38.22295,-121.67362,"Lower","FLaSH 1469 SKT 2014-01-15 715 0145","Gammarus type","amphipod","G. daiberi",4,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 527 SKT 2012-03-08 715 4653","Corophium type","amphipod","juvenile Corophium",0.9,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1508 SKT 2014-03-12 715 0557","Gammarus type","amphipod","juvenile Gammarus",1.5,NA
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 683 SKT 2012-04-04 715 4929","Corophium type","amphipod","A. spinicorne",3.1,"S"
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 524 SKT 2012-03-08 715 4646","Corophium type","amphipod","juvenile Corophium",0.9,NA
2014,1,2014-01-15,38.22295,-121.67362,"Lower","FLaSH 1473 SKT 2014-01-15 715 0149","Corophium type","amphipod","A. spinicorne",3,NA
2012,1,2012-01-19,38.22295,-121.67362,"Lower","FLaSH 391 SKT 2012-01-19 715 4103","Gammarus type","amphipod","Hyalella sp.",3.6,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Corophium type","amphipod","A. spinicorne",4.3,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 517 SKT 2012-03-08 715 4640","Prickly sculpin","fish",NA,4,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 526 SKT 2012-03-08 715 4651","Corophium type","amphipod","A. spinicorne",3.2,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 527 SKT 2012-03-08 715 4653","Corophium type","amphipod","juvenile Corophium",0.9,"G"
2014,1,2014-01-15,38.22295,-121.67362,"Lower","FLaSH 1469 SKT 2014-01-15 715 0145","Corophium type","amphipod","A. spinicorne",2.8,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 527 SKT 2012-03-08 715 4653","Corophium type","amphipod","juvenile Corophium",0.9,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Crangonyx sp.",4.3,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",3.3,NA
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4.8,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 524 SKT 2012-03-08 715 4646","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 681 SKT 2012-04-04 715 4923","Corophium type","amphipod","juvenile Corophium",1.2,"S"
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 523 SKT 2012-03-08 715 4645","Gammarus type","amphipod","Hyalella sp.",5.8,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 517 SKT 2012-03-08 715 4640","Corophium type","amphipod",NA,0.9,"S"
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Crangonyx sp.",4.6,NA
2014,4,2014-04-08,38.22295,-121.67362,"Lower","FLaSH 1601 SKT 2014-04-08 715 0582","Gammarus type","amphipod","Unid Gammarus",2.6,"ED"
2014,12,2014-12-17,38.22295,-121.67362,"Lower","FLaSH 1817 SKT 2014-12-17 715 7082","Corophium type","amphipod","juvenile Corophium",1.9,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 526 SKT 2012-03-08 715 4651","Corophium type","amphipod","Unid Corophium",1,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 520 SKT 2012-03-08 715 4641","Corophium type","amphipod",NA,1.4,NA
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2157 SKT 2017-03-08 715 A32","Unid fish","fish",NA,4.3,"S"
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1595 SKT 2014-03-12 715 0558","Gammarus type","amphipod","Crangonyx sp.",2.6,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1595 SKT 2014-03-12 715 0558","Unid amphipod","amphipod","Unid amphipod",3.3,"Y"
2014,2,2014-02-12,38.22295,-121.67362,"Lower","FLaSH 1490 SKT 2014-02-12 715 0362","Prickly sculpin","fish",NA,6.2,NA
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 651 SKT 2012-04-04 715 4924","Corophium type","amphipod","A. spinicorne",5.9,"ED"
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Unid Gammarus",3.1,"S"
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 528 SKT 2012-03-08 715 4657","Corophium type","amphipod","juvenile Corophium",0.9,"G"
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,3.7,NA
2014,12,2014-12-17,38.22295,-121.67362,"Lower","FLaSH 1817 SKT 2014-12-17 715 7082","Corophium type","amphipod","juvenile Corophium",2,NA
2014,12,2014-12-17,38.22295,-121.67362,"Lower","FLaSH 1817 SKT 2014-12-17 715 7082","Corophium type","amphipod","juvenile Corophium",2,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 517 SKT 2012-03-08 715 4640","Unid fish","fish",NA,6.8,"G"
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Crangonyx sp.",3.4,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Crangonyx sp.",2.5,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 522 SKT 2012-03-08 715 4642","Unid fish","fish",NA,4,"S"
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 651 SKT 2012-04-04 715 4924","Corophium type","amphipod","Unid Corophium",3.7,"G"
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 651 SKT 2012-04-04 715 4924","Corophium type","amphipod","A. stimpsoni",3.3,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Crangonyx sp.",3.4,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 522 SKT 2012-03-08 715 4642","Corophium type","amphipod","juvenile Corophium",0.9,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Corophium type","amphipod","A. spinicorne",3.9,"M"
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4,NA
2017,3,2017-03-08,38.22295,-121.67362,"Lower","FLaSH 2158 SKT 2017-03-08 715 A33","Unid fish","fish",NA,4.1,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 525 SKT 2012-03-08 715 4649","Corophium type","amphipod","juvenile Corophium",1,NA
2014,1,2014-01-15,38.22295,-121.67362,"Lower","FLaSH 1473 SKT 2014-01-15 715 0149","Corophium type","amphipod","Unid Corophium",3,"G"
2014,12,2014-12-17,38.22295,-121.67362,"Lower","FLaSH 1817 SKT 2014-12-17 715 7082","Corophium type","amphipod","juvenile Corophium",1.6,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 526 SKT 2012-03-08 715 4651","Corophium type","amphipod","Unid Corophium",1,"G"
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",3.5,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",2.2,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 522 SKT 2012-03-08 715 4642","Corophium type","amphipod","juvenile Corophium",0.9,"G"
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 647 SKT 2012-04-04 715 4925","Corophium type","amphipod","juvenile Corophium",1,NA
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 681 SKT 2012-04-04 715 4923","Corophium type","amphipod","A. spinicorne",3.1,NA
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 648 SKT 2012-04-04 715 4922","Corophium type","amphipod","Unid Corophium",4.9,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",3.7,NA
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 681 SKT 2012-04-04 715 4923","Corophium type","amphipod","juvenile Corophium",1.2,"S"
2014,4,2014-04-08,38.22295,-121.67362,"Lower","FLaSH 1601 SKT 2014-04-08 715 0582","Corophium type","amphipod","juvenile Corophium",2.6,"S"
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1078 SKT 2013-01-09 715 6257","Corophium type","amphipod","A. spinicorne",3.5,NA
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1077 SKT 2013-01-09 715 6256","Corophium type","amphipod","Unid Corophium",2,NA
2014,12,2014-12-17,38.22295,-121.67362,"Lower","FLaSH 1817 SKT 2014-12-17 715 7082","Corophium type","amphipod","juvenile Corophium",2,NA
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 647 SKT 2012-04-04 715 4925","Corophium type","amphipod","juvenile Corophium",1,NA
2012,5,2012-05-02,38.22295,-121.67362,"Lower","FLaSH 1254 SKT 2012-05-02 715 5070","Unid amphipod","amphipod","Unid amphipod",1,"G"
2012,4,2012-04-04,38.22295,-121.67362,"Lower","FLaSH 647 SKT 2012-04-04 715 4925","Corophium type","amphipod","juvenile Corophium",1.3,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1507 SKT 2014-03-12 715 0556","Gammarus type","amphipod","Crangonyx sp.",2.5,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",3.2,NA
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1077 SKT 2013-01-09 715 6256","Corophium type","amphipod","A. stimpsoni",2,"AL"
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1078 SKT 2013-01-09 715 6257","Corophium type","amphipod","A. stimpsoni",3.9,NA
2016,1,2016-01-13,38.22295,-121.67362,"Lower","FLaSH 2170 SKT 2016-01-13 715 7271","Gammarus type","amphipod","Hyalella sp.",1.9,NA
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1077 SKT 2013-01-09 715 6256","Corophium type","amphipod","A. stimpsoni",2.9,"AL"
2013,1,2013-01-09,38.22295,-121.67362,"Lower","FLaSH 1077 SKT 2013-01-09 715 6256","Corophium type","amphipod","A. stimpsoni",2.3,NA
2012,5,2012-05-02,38.22295,-121.67362,"Lower","FLaSH 1254 SKT 2012-05-02 715 5070","Corophium type","amphipod","Unid Corophium",1.8,NA
2014,3,2014-03-12,38.22295,-121.67362,"Lower","FLaSH 1506 SKT 2014-03-12 715 0555","Corophium type","amphipod","juvenile Corophium",1.3,NA
2012,3,2012-03-08,38.22295,-121.67362,"Lower","FLaSH 525 SKT 2012-03-08 715 4649","Corophium type","amphipod","juvenile Corophium",1,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 403 SKT 2012-01-19 719 4190","Corophium type","amphipod",NA,1.2,NA
2013,1,2013-01-09,38.33428,-121.64733,"Lower","FLaSH 1059 SKT 2013-01-09 719 6227","Corophium type","amphipod","Unid Corophium",3.1,"S"
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1577 SKT 2014-03-12 719 0526","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 399 SKT 2012-01-19 719 4123","Corophium type","amphipod",NA,1,"G"
2013,1,2013-01-09,38.33428,-121.64733,"Lower","FLaSH 1051 SKT 2013-01-09 719 6219","Gammarus type","amphipod","G. daiberi",2.7,NA
2012,2,2012-02-15,38.33428,-121.64733,"Lower","FLaSH 602 SKT 2012-02-15 719 4490","Corophium type","amphipod","juvenile Corophium",1,NA
2016,2,2016-02-10,38.33428,-121.64733,"Lower","FLaSH 2174 SKT 2016-02-10 719 7275","Corophium type","amphipod","A. spinicorne",2.8,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 400 SKT 2012-01-19 719 4143","Corophium type","amphipod","juvenile Corophium",1.1,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1575 SKT 2014-03-12 719 0515","Unid amphipod","amphipod","Unid juvenile",3.3,"Y"
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 401 SKT 2012-01-19 719 4160","Corophium type","amphipod","A. spinicorne",3.6,NA
2014,5,2014-05-07,38.33428,-121.64733,"Lower","FLaSH 1625 SKT 2014-05-07 719 0027","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,3,2012-03-08,38.33428,-121.64733,"Lower","FLaSH 542 SKT 2012-03-08 719 4709","Pacific herring","fish",NA,4.3,"G"
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 399 SKT 2012-01-19 719 4123","Corophium type","amphipod",NA,1,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 591 SKT 2012-01-19 719 4188","Corophium type","amphipod","juvenile Corophium",1.2,NA
2013,1,2013-01-09,38.33428,-121.64733,"Lower","FLaSH 1046 SKT 2013-01-09 719 6213","Corophium type","amphipod","A. spinicorne",4.4,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 399 SKT 2012-01-19 719 4123","Corophium type","amphipod",NA,1,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 591 SKT 2012-01-19 719 4188","Corophium type","amphipod","juvenile Corophium",1.2,NA
2017,1,2017-01-11,38.33428,-121.64733,"Lower","FLaSH 2137 SKT 2017-01-11 719 A7","Gammarus type","amphipod","Crangonyx sp.",3.3,"S"
2014,4,2014-04-08,38.33428,-121.64733,"Lower","FLaSH 1609 SKT 2014-04-08 719 0592","Isopods","isopods",NA,1.6,NA
2015,5,2015-05-06,38.33428,-121.64733,"Lower","FLaSH 1885 SKT 2015-05-06 719 7166","Corophium type","amphipod","juvenile Corophium",1.1,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1577 SKT 2014-03-12 719 0526","Unid amphipod","amphipod","Unid juvenile",1.5,NA
2014,5,2014-05-07,38.33428,-121.64733,"Lower","FLaSH 1625 SKT 2014-05-07 719 0027","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,3,2012-03-08,38.33428,-121.64733,"Lower","FLaSH 542 SKT 2012-03-08 719 4709","Pacific herring","fish",NA,4.3,"G"
2014,12,2014-12-17,38.33428,-121.64733,"Lower","FLaSH 1818 SKT 2014-12-17 719 7083","Corophium type","amphipod","juvenile Corophium",1.2,NA
2013,2,2013-02-06,38.33428,-121.64733,"Lower","FLaSH 1179 SKT 2013-02-06 719 6329","Corophium type","amphipod","juvenile Corophium",1.6,NA
2014,5,2014-05-07,38.33428,-121.64733,"Lower","FLaSH 1626 SKT 2014-05-07 719 0030","Corophium type","amphipod","juvenile Corophium",1.3,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1575 SKT 2014-03-12 719 0515","Corophium type","amphipod","juvenile Corophium",1.2,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1575 SKT 2014-03-12 719 0515","Corophium type","amphipod","juvenile Corophium",1.3,NA
2017,4,2017-04-05,38.33428,-121.64733,"Lower","FLaSH 2162 SKT 2017-04-05 719 A37","Corophium type","amphipod","juvenile Corophium",1.4,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1575 SKT 2014-03-12 719 0515","Corophium type","amphipod","juvenile Corophium",1.2,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1573 SKT 2014-03-12 719 0507","Gammarus type","amphipod","juvenile Corophium",1.4,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 589 SKT 2012-01-19 719 4226","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 590 SKT 2012-01-19 719 4124","Corophium type","amphipod","juvenile Corophium",1.1,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 400 SKT 2012-01-19 719 4143","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 401 SKT 2012-01-19 719 4160","Corophium type","amphipod","juvenile Corophium",1,NA
2014,12,2014-12-17,38.33428,-121.64733,"Lower","FLaSH 1818 SKT 2014-12-17 719 7083","Corophium type","amphipod","juvenile Corophium",1.2,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1577 SKT 2014-03-12 719 0526","Gammarus type","amphipod","juvenile Gammarus",1.7,NA
2013,2,2013-02-06,38.33428,-121.64733,"Lower","FLaSH 1179 SKT 2013-02-06 719 6329","Corophium type","amphipod","A. stimpsoni",3.6,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1575 SKT 2014-03-12 719 0515","Gammarus type","amphipod","juvenile Gammarus",1.5,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1575 SKT 2014-03-12 719 0515","Corophium type","amphipod","juvenile Corophium",1.2,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 704 SKT 2012-01-19 719 4223","Gammarus type","amphipod","juvenile Gammarus",1,NA
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 399 SKT 2012-01-19 719 4123","Corophium type","amphipod",NA,1,NA
2014,5,2014-05-07,38.33428,-121.64733,"Lower","FLaSH 1620 SKT 2014-05-07 719 0019","Unid mysids","mysids",NA,4.3,"Y"
2014,4,2014-04-08,38.33428,-121.64733,"Lower","FLaSH 1609 SKT 2014-04-08 719 0592","Isopods","isopods",NA,1.4,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1573 SKT 2014-03-12 719 0507","Gammarus type","amphipod","juvenile Corophium",1.4,NA
2017,2,2017-02-08,38.33428,-121.64733,"Lower","FLaSH 2148 SKT 2017-02-08 719 A23","Unid fish","fish",NA,5.8,"S"
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1577 SKT 2014-03-12 719 0526","Corophium type","amphipod","juvenile Corophium",1.1,"G"
2016,2,2016-02-10,38.33428,-121.64733,"Lower","FLaSH 2174 SKT 2016-02-10 719 7275","Corophium type","amphipod","A. spinicorne",2.8,"S"
2012,1,2012-01-19,38.33428,-121.64733,"Lower","FLaSH 592 SKT 2012-01-19 719 4186","Corophium type","amphipod","juvenile Corophium",1.2,NA
2014,5,2014-05-07,38.33428,-121.64733,"Lower","FLaSH 1624 SKT 2014-05-07 719 0025","Corophium type","amphipod","juvenile Corophium",1.3,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1577 SKT 2014-03-12 719 0526","Gammarus type","amphipod","juvenile Gammarus",1.5,NA
2014,3,2014-03-12,38.33428,-121.64733,"Lower","FLaSH 1574 SKT 2014-03-12 719 0514","Gammarus type","amphipod","juvenile Gammarus",1.5,"G"
